town_id	assess_townID	town_name	fiscal year	name of zip	url
M323	323	WESTBROOKFIELD	2011	L3_SHP_M323_WESTBROOKFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M323_WESTBROOKFIELD.zip
M324	324	WESTNEWBURY	2014	L3_SHP_M324_WESTNEWBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M324_WESTNEWBURY.zip
M325	325	WESTSPRINGFIELD	2011	L3_SHP_M325_WESTSPRINGFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M325_WESTSPRINGFIELD.zip
M326	326	WESTSTOCKBRIDGE	2011	L3_SHP_M326_WESTSTOCKBRIDGE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M326_WESTSTOCKBRIDGE.zip
M328	328	WESTBOROUGH	2012	L3_SHP_M328_WESTBOROUGH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M328_WESTBOROUGH.zip
M327	327	WESTTISBURY	2012	L3_SHP_M327_WESTTISBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M327_WESTTISBURY.zip
M329	329	WESTFIELD	2011	L3_SHP_M329_WESTFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M329_WESTFIELD.zip
M330	330	WESTFORD	2012	L3_SHP_M330_WESTFORD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M330_WESTFORD.zip
M331	331	WESTHAMPTON	2012	L3_SHP_M331_WESTHAMPTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M331_WESTHAMPTON.zip
M332	332	WESTMINSTER	2012	L3_SHP_M332_WESTMINSTER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M332_WESTMINSTER.zip
M333	333	WESTON	2011	L3_SHP_M333_WESTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M333_WESTON.zip
M334	334	WESTPORT	2012	L3_SHP_M334_WESTPORT.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M334_WESTPORT.zip
M335	335	WESTWOOD	2013	L3_SHP_M335_WESTWOOD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M335_WESTWOOD.zip
M336	336	WEYMOUTH	2011	L3_SHP_M336_WEYMOUTH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M336_WEYMOUTH.zip
M337	337	WHATELY	2012	L3_SHP_M337_WHATELY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M337_WHATELY.zip
M338	338	WHITMAN	2011	L3_SHP_M338_WHITMAN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M338_WHITMAN.zip
M339	339	WILBRAHAM	2012	L3_SHP_M339_WILBRAHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M339_WILBRAHAM.zip
M340	340	WILLIAMSBURG	2013	L3_SHP_M340_WILLIAMSBURG.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M340_WILLIAMSBURG.zip
M341	341	WILLIAMSTOWN	2012	L3_SHP_M341_WILLIAMSTOWN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M341_WILLIAMSTOWN.zip
M342	342	WILMINGTON	2012	L3_SHP_M342_WILMINGTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M342_WILMINGTON.zip
M343	343	WINCHENDON	2013	L3_SHP_M343_WINCHENDON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M343_WINCHENDON.zip
M344	344	WINCHESTER	2011	L3_SHP_M344_WINCHESTER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M344_WINCHESTER.zip
M346	346	WINTHROP	2011	L3_SHP_M346_WINTHROP.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M346_WINTHROP.zip
M345	345	WINDSOR	2012	L3_SHP_M345_WINDSOR.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M345_WINDSOR.zip
M347	347	WOBURN	2012	L3_SHP_M347_WOBURN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M347_WOBURN.zip
M348	348	WORCESTER	2013	L3_SHP_M348_WORCESTER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M348_WORCESTER.zip
M349	349	WORTHINGTON	2012	L3_SHP_M349_WORTHINGTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M349_WORTHINGTON.zip
M351	351	YARMOUTH	2012	L3_SHP_M351_YARMOUTH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M351_YARMOUTH.zip
M350	350	WRENTHAM	2013	L3_SHP_M350_WRENTHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M350_WRENTHAM.zip
