town_id	assess_townID	town_name	fiscal year	name of zip	url
M160	160	LOWELL	2011	L3_SHP_M160_LOWELL.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M160_LOWELL.zip
M161	161	LUDLOW	2014	L3_SHP_M161_LUDLOW.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M161_LUDLOW.zip
M162	162	LUNENBURG	2011	L3_SHP_M162_LUNENBURG.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M162_LUNENBURG.zip
M163	163	LYNN	2013	L3_SHP_M163_LYNN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M163_LYNN.zip
M164	164	LYNNFIELD	2012	L3_SHP_M164_LYNNFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M164_LYNNFIELD.zip
M165	165	MALDEN	2011	L3_SHP_M165_MALDEN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M165_MALDEN.zip
M166	166	MANCHESTER	2013	L3_SHP_M166_MANCHESTER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M166_MANCHESTER.zip
M167	167	MANSFIELD	2011	L3_SHP_M167_MANSFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M167_MANSFIELD.zip
M168	168	MARBLEHEAD	2013	L3_SHP_M168_MARBLEHEAD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M168_MARBLEHEAD.zip
M169	169	MARION	2014	L3_SHP_M169_MARION.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M169_MARION.zip
M170	170	MARLBOROUGH	2011	L3_SHP_M170_MARLBOROUGH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M170_MARLBOROUGH.zip
M171	171	MARSHFIELD	2013	L3_SHP_M171_MARSHFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M171_MARSHFIELD.zip
M172	172	MASHPEE	2011	L3_SHP_M172_MASHPEE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M172_MASHPEE.zip
M173	173	MATTAPOISETT	2013	L3_SHP_M173_MATTAPOISETT.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M173_MATTAPOISETT.zip
M174	174	MAYNARD	2013	L3_SHP_M174_MAYNARD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M174_MAYNARD.zip
M175	175	MEDFIELD	2013	L3_SHP_M175_MEDFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M175_MEDFIELD.zip
M176	176	MEDFORD	2011	L3_SHP_M176_MEDFORD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M176_MEDFORD.zip
M177	177	MEDWAY	2013	L3_SHP_M177_MEDWAY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M177_MEDWAY.zip
M178	178	MELROSE	2011	L3_SHP_M178_MELROSE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M178_MELROSE.zip
M179	179	MENDON	2012	L3_SHP_M179_MENDON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M179_MENDON.zip
M180	180	MERRIMAC	2013	L3_SHP_M180_MERRIMAC.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M180_MERRIMAC.zip
M181	181	METHUEN	2011	L3_SHP_M181_METHUEN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M181_METHUEN.zip
M182	182	MIDDLEBOROUGH	2011	L3_SHP_M182_MIDDLEBOROUGH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M182_MIDDLEBOROUGH.zip
M183	183	MIDDLEFIELD	2012	L3_SHP_M183_MIDDLEFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M183_MIDDLEFIELD.zip
M184	184	MIDDLETON	2013	L3_SHP_M184_MIDDLETON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M184_MIDDLETON.zip
M185	185	MILFORD	2011	L3_SHP_M185_MILFORD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M185_MILFORD.zip
M186	186	MILLBURY	2013	L3_SHP_M186_MILLBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M186_MILLBURY.zip
M187	187	MILLIS	2011	L3_SHP_M187_MILLIS.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M187_MILLIS.zip
M188	188	MILLVILLE	2011	L3_SHP_M188_MILLVILLE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M188_MILLVILLE.zip
M189	189	MILTON	2012	L3_SHP_M189_MILTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M189_MILTON.zip
M190	190	MONROE	2011	L3_SHP_M190_MONROE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M190_MONROE.zip
M191	191	MONSON	2012	L3_SHP_M191_MONSON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M191_MONSON.zip
M192	192	MONTAGUE	2012	L3_SHP_M192_MONTAGUE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M192_MONTAGUE.zip
M193	193	MONTEREY	2011	L3_SHP_M193_MONTEREY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M193_MONTEREY.zip
M194	194	MONTGOMERY	2012	L3_SHP_M194_MONTGOMERY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M194_MONTGOMERY.zip
M195	195	MOUNTWASHINGTON	2012	L3_SHP_M195_MOUNTWASHINGTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M195_MOUNTWASHINGTON.zip
M196	196	NAHANT	2013	L3_SHP_M196_NAHANT.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M196_NAHANT.zip
M197	197	NANTUCKET	2013	L3_SHP_M197_NANTUCKET.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M197_NANTUCKET.zip
M198	198	NATICK	2012	L3_SHP_M198_NATICK.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M198_NATICK.zip
M199	199	NEEDHAM	2013	L3_SHP_M199_NEEDHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M199_NEEDHAM.zip
M200	200	NEWASHFORD	2011	L3_SHP_M200_NEWASHFORD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M200_NEWASHFORD.zip
M201	201	NEWBEDFORD	2012	L3_SHP_M201_NEWBEDFORD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M201_NEWBEDFORD.zip
M202	202	NEWBRAINTREE	2011	L3_SHP_M202_NEWBRAINTREE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M202_NEWBRAINTREE.zip
M203	203	NEWMARLBOROUGH	2011	L3_SHP_M203_NEWMARLBOROUGH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M203_NEWMARLBOROUGH.zip
M204	204	NEWSALEM	2013	L3_SHP_M204_NEWSALEM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M204_NEWSALEM.zip
M205	205	NEWBURY	2014	L3_SHP_M205_NEWBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M205_NEWBURY.zip
M206	206	NEWBURYPORT	2014	L3_SHP_M206_NEWBURYPORT.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M206_NEWBURYPORT.zip
M207	207	NEWTON	2013	L3_SHP_M207_NEWTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M207_NEWTON.zip
M208	208	NORFOLK	2012	L3_SHP_M208_NORFOLK.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M208_NORFOLK.zip
M209	209	NORTHADAMS	2012	L3_SHP_M209_NORTHADAMS.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M209_NORTHADAMS.zip
M210	210	NORTHANDOVER	2013	L3_SHP_M210_NORTHANDOVER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M210_NORTHANDOVER.zip
M211	211	NORTHATTLEBOROUGH	2011	L3_SHP_M211_NORTHATTLEBOROUGH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M211_NORTHATTLEBOROUGH.zip
M212	212	NORTHBROOKFIELD	2012	L3_SHP_M212_NORTHBROOKFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M212_NORTHBROOKFIELD.zip
M213	213	NORTHREADING	2013	L3_SHP_M213_NORTHREADING.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M213_NORTHREADING.zip
M214	214	NORTHAMPTON	2012	L3_SHP_M214_NORTHAMPTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M214_NORTHAMPTON.zip
M215	215	NORTHBOROUGH	2011	L3_SHP_M215_NORTHBOROUGH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M215_NORTHBOROUGH.zip
M216	216	NORTHBRIDGE	2013	L3_SHP_M216_NORTHBRIDGE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M216_NORTHBRIDGE.zip
M217	217	NORTHFIELD	2013	L3_SHP_M217_NORTHFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M217_NORTHFIELD.zip
M218	218	NORTON	2012	L3_SHP_M218_NORTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M218_NORTON.zip
M219	219	NORWELL	2011	L3_SHP_M219_NORWELL.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M219_NORWELL.zip
M220	220	NORWOOD	2013	L3_SHP_M220_NORWOOD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M220_NORWOOD.zip
M221	221	OAKBLUFFS	2012	L3_SHP_M221_OAKBLUFFS.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M221_OAKBLUFFS.zip
M222	222	OAKHAM	2012	L3_SHP_M222_OAKHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M222_OAKHAM.zip
M223	223	ORANGE	2011	L3_SHP_M223_ORANGE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M223_ORANGE.zip
M224	224	ORLEANS	2012	L3_SHP_M224_ORLEANS.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M224_ORLEANS.zip
M225	225	OTIS	2011	L3_SHP_M225_OTIS.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M225_OTIS.zip
M226	226	OXFORD	2013	L3_SHP_M226_OXFORD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M226_OXFORD.zip
M227	227	PALMER	2012	L3_SHP_M227_PALMER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M227_PALMER.zip
M228	228	PAXTON	2013	L3_SHP_M228_PAXTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M228_PAXTON.zip
M229	229	PEABODY	2013	L3_SHP_M229_PEABODY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M229_PEABODY.zip
M230	230	PELHAM	2013	L3_SHP_M230_PELHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M230_PELHAM.zip
M231	231	PEMBROKE	2011	L3_SHP_M231_PEMBROKE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M231_PEMBROKE.zip
M232	232	PEPPERELL	2013	L3_SHP_M232_PEPPERELL.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M232_PEPPERELL.zip
M233	233	PERU	2011	L3_SHP_M233_PERU.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M233_PERU.zip
M234	234	PETERSHAM	2011	L3_SHP_M234_PETERSHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M234_PETERSHAM.zip
M235	235	PHILLIPSTON	2012	L3_SHP_M235_PHILLIPSTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M235_PHILLIPSTON.zip
M236	236	PITTSFIELD	2012	L3_SHP_M236_PITTSFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M236_PITTSFIELD.zip
M237	237	PLAINFIELD	2011	L3_SHP_M237_PLAINFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M237_PLAINFIELD.zip
M238	238	PLAINVILLE	2011	L3_SHP_M238_PLAINVILLE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M238_PLAINVILLE.zip
M239	239	PLYMOUTH	2012	L3_SHP_M239_PLYMOUTH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M239_PLYMOUTH.zip
M240	240	PLYMPTON	2011	L3_SHP_M240_PLYMPTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M240_PLYMPTON.zip
M241	241	PRINCETON	2013	L3_SHP_M241_PRINCETON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M241_PRINCETON.zip
M242	242	PROVINCETOWN	2011	L3_SHP_M242_PROVINCETOWN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M242_PROVINCETOWN.zip
M243	243	QUINCY	2011	L3_SHP_M243_QUINCY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M243_QUINCY.zip
M244	244	RANDOLPH	2012	L3_SHP_M244_RANDOLPH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M244_RANDOLPH.zip
M245	245	RAYNHAM	2011	L3_SHP_M245_RAYNHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M245_RAYNHAM.zip
M246	246	READING	2012	L3_SHP_M246_READING.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M246_READING.zip
M247	247	REHOBOTH	2011	L3_SHP_M247_REHOBOTH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M247_REHOBOTH.zip
M248	248	REVERE	2011	L3_SHP_M248_REVERE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M248_REVERE.zip
M249	249	RICHMOND	2011	L3_SHP_M249_RICHMOND.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M249_RICHMOND.zip
M250	250	ROCHESTER	2013	L3_SHP_M250_ROCHESTER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M250_ROCHESTER.zip
M251	251	ROCKLAND	2013	L3_SHP_M251_ROCKLAND.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M251_ROCKLAND.zip
M252	252	ROCKPORT	2013	L3_SHP_M252_ROCKPORT.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M252_ROCKPORT.zip
M253	253	ROWE	2011	L3_SHP_M253_ROWE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M253_ROWE.zip
M254	254	ROWLEY	2014	L3_SHP_M254_ROWLEY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M254_ROWLEY.zip
M255	255	ROYALSTON	2013	L3_SHP_M255_ROYALSTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M255_ROYALSTON.zip
M256	256	RUSSELL	2012	L3_SHP_M256_RUSSELL.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M256_RUSSELL.zip
M257	257	RUTLAND	2013	L3_SHP_M257_RUTLAND.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M257_RUTLAND.zip
M258	258	SALEM	2012	L3_SHP_M258_SALEM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M258_SALEM.zip
M259	259	SALISBURY	2013	L3_SHP_M259_SALISBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M259_SALISBURY.zip
M260	260	SANDISFIELD	2011	L3_SHP_M260_SANDISFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M260_SANDISFIELD.zip
M261	261	SANDWICH	2011	L3_SHP_M261_SANDWICH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M261_SANDWICH.zip
M262	262	SAUGUS	2011	L3_SHP_M262_SAUGUS.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M262_SAUGUS.zip
M263	263	SAVOY	2011	L3_SHP_M263_SAVOY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M263_SAVOY.zip
M264	264	SCITUATE	2011	L3_SHP_M264_SCITUATE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M264_SCITUATE.zip
M265	265	SEEKONK	2011	L3_SHP_M265_SEEKONK.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M265_SEEKONK.zip
M266	266	SHARON	2013	L3_SHP_M266_SHARON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M266_SHARON.zip
M267	267	SHEFFIELD	2012	L3_SHP_M267_SHEFFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M267_SHEFFIELD.zip
M268	268	SHELBURNE	2012	L3_SHP_M268_SHELBURNE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M268_SHELBURNE.zip
M269	269	SHERBORN	2012	L3_SHP_M269_SHERBORN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M269_SHERBORN.zip
M270	270	SHIRLEY	2013	L3_SHP_M270_SHIRLEY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M270_SHIRLEY.zip
M271	271	SHREWSBURY	2012	L3_SHP_M271_SHREWSBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M271_SHREWSBURY.zip
M272	272	SHUTESBURY	2011	L3_SHP_M272_SHUTESBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M272_SHUTESBURY.zip
M273	273	SOMERSET	2013	L3_SHP_M273_SOMERSET.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M273_SOMERSET.zip
M274	274	SOMERVILLE	2012	L3_SHP_M274_SOMERVILLE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M274_SOMERVILLE.zip
M275	275	SOUTHHADLEY	2012	L3_SHP_M275_SOUTHHADLEY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M275_SOUTHHADLEY.zip
M276	276	SOUTHAMPTON	2013	L3_SHP_M276_SOUTHAMPTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M276_SOUTHAMPTON.zip
M277	277	SOUTHBOROUGH	2013	L3_SHP_M277_SOUTHBOROUGH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M277_SOUTHBOROUGH.zip
M278	278	SOUTHBRIDGE	2012	L3_SHP_M278_SOUTHBRIDGE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M278_SOUTHBRIDGE.zip
M279	279	SOUTHWICK	2012	L3_SHP_M279_SOUTHWICK.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M279_SOUTHWICK.zip
M280	280	SPENCER	2012	L3_SHP_M280_SPENCER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M280_SPENCER.zip
M281	281	SPRINGFIELD	2013	L3_SHP_M281_SPRINGFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M281_SPRINGFIELD.zip
M282	282	STERLING	2011	L3_SHP_M282_STERLING.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M282_STERLING.zip
M283	283	STOCKBRIDGE	2011	L3_SHP_M283_STOCKBRIDGE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M283_STOCKBRIDGE.zip
M284	284	STONEHAM	2012	L3_SHP_M284_STONEHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M284_STONEHAM.zip
M285	285	STOUGHTON	2012	L3_SHP_M285_STOUGHTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M285_STOUGHTON.zip
M286	286	STOW	2013	L3_SHP_M286_STOW.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M286_STOW.zip
M287	287	STURBRIDGE	2011	L3_SHP_M287_STURBRIDGE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M287_STURBRIDGE.zip
M288	288	SUDBURY	2013	L3_SHP_M288_SUDBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M288_SUDBURY.zip
M289	289	SUNDERLAND	2011	L3_SHP_M289_SUNDERLAND.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M289_SUNDERLAND.zip
M290	290	SUTTON	2013	L3_SHP_M290_SUTTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M290_SUTTON.zip
M291	291	SWAMPSCOTT	2011	L3_SHP_M291_SWAMPSCOTT.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M291_SWAMPSCOTT.zip
M292	292	SWANSEA	2011	L3_SHP_M292_SWANSEA.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M292_SWANSEA.zip
M293	293	TAUNTON	2012	L3_SHP_M293_TAUNTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M293_TAUNTON.zip
M294	294	TEMPLETON	2012	L3_SHP_M294_TEMPLETON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M294_TEMPLETON.zip
M295	295	TEWKSBURY	2013	L3_SHP_M295_TEWKSBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M295_TEWKSBURY.zip
M296	296	TISBURY	2012	L3_SHP_M296_TISBURY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M296_TISBURY.zip
M297	297	TOLLAND	2011	L3_SHP_M297_TOLLAND.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M297_TOLLAND.zip
M298	298	TOPSFIELD	2012	L3_SHP_M298_TOPSFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M298_TOPSFIELD.zip
M299	299	TOWNSEND	2015	L3_SHP_M299_TOWNSEND.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M299_TOWNSEND.zip
M300	300	TRURO	2011	L3_SHP_M300_TRURO.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M300_TRURO.zip
M301	301	TYNGSBOROUGH	2012	L3_SHP_M301_TYNGSBOROUGH.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M301_TYNGSBOROUGH.zip
M302	302	TYRINGHAM	2012	L3_SHP_M302_TYRINGHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M302_TYRINGHAM.zip
M303	303	UPTON	2012	L3_SHP_M303_UPTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M303_UPTON.zip
M304	304	UXBRIDGE	2013	L3_SHP_M304_UXBRIDGE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M304_UXBRIDGE.zip
M305	305	WAKEFIELD	2012	L3_SHP_M305_WAKEFIELD.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M305_WAKEFIELD.zip
M306	306	WALES	2012	L3_SHP_M306_WALES.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M306_WALES.zip
M307	307	WALPOLE	2011	L3_SHP_M307_WALPOLE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M307_WALPOLE.zip
M308	308	WALTHAM	2012	L3_SHP_M308_WALTHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M308_WALTHAM.zip
M309	309	WARE	2011	L3_SHP_M309_WARE.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M309_WARE.zip
M311	311	WARREN	2012	L3_SHP_M311_WARREN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M311_WARREN.zip
M310	310	WAREHAM	2012	L3_SHP_M310_WAREHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M310_WAREHAM.zip
M313	313	WASHINGTON	2011	L3_SHP_M313_WASHINGTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M313_WASHINGTON.zip
M312	312	WARWICK	2011	L3_SHP_M312_WARWICK.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M312_WARWICK.zip
M314	314	WATERTOWN	2013	L3_SHP_M314_WATERTOWN.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M314_WATERTOWN.zip
M315	315	WAYLAND	2013	L3_SHP_M315_WAYLAND.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M315_WAYLAND.zip
M316	316	WEBSTER	2012	L3_SHP_M316_WEBSTER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M316_WEBSTER.zip
M317	317	WELLESLEY	2013	L3_SHP_M317_WELLESLEY.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M317_WELLESLEY.zip
M318	318	WELLFLEET	2013	L3_SHP_M318_WELLFLEET.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M318_WELLFLEET.zip
M319	319	WENDELL	2011	L3_SHP_M319_WENDELL.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M319_WENDELL.zip
M320	320	WENHAM	2013	L3_SHP_M320_WENHAM.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M320_WENHAM.zip
M321	321	WESTBOYLSTON	2011	L3_SHP_M321_WESTBOYLSTON.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M321_WESTBOYLSTON.zip
M322	322	WESTBRIDGEWATER	2011	L3_SHP_M322_WESTBRIDGEWATER.zip	http://wsgw.mass.gov/data/gispub/shape/l3parcels/L3_SHP_M322_WESTBRIDGEWATER.zip
