x_meters	y_meters	LOC_ID	TOWN_ID	FULL_STR	ADDR_NUM	used_SITE_ADDR
		M_53758_895901	150	GEORGE ST	205	1
		M_54034_895793	150	GEORGE ST	60	1
		M_54012_895709	150	GEORGE ST	75	1
		M_53996_895797	150	GEORGE ST	90	1
		M_53727_895900	150	GEORGE ST	215	1
		M_53682_895896	150	GEORGE ST	221	1
		M_53666_895946	150	GEORGE ST	225	1
		M_53682_895994	150	GEORGE ST	220	1
		M_53727_895988	150	GEORGE ST	210	1
		M_53783_895983	150	GEORGE ST	190	1
		M_53818_895981	150	GEORGE ST	180	1
		M_53860_895980	150	GEORGE ST	170	1
		M_53907_895978	150	GEORGE ST	150	1
		M_53945_895975	150	GEORGE ST	140	1
		M_54002_895853	150	GEORGE ST	110	1
		M_54001_895890	150	GEORGE ST	120	1
		M_54000_895923	150	GEORGE ST	130	1
		M_52891_896291	150	MALLARD LANE	460	1
		M_52891_896291	150	MALLARD LANE	460	1
		M_52891_896291	150	MALLARD LANE	360	1
		M_52891_896291	150	MALLARD LANE	360	1
		M_52891_896291	150	MALLARD LANE	177	1
		M_52891_896291	150	MALLARD LANE	177	1
		M_52891_896291	150	MALLARD LANE	327	1
		M_52891_896291	150	MALLARD LANE	327	1
		M_53979_896684	150	DEVON RD	180	1
		M_54549_896551	150	SPRING ST	175	1
		M_54549_896551	150	SPRING ST	175	1
		M_54672_896360	150	SPRING ST	105	1
		M_54575_896449	150	SPRING ST	135	1
		M_54712_896257	150	SPRING ST	75	1
		M_54557_896212	150	DEVON RD	80	1
		M_54701_896171	150	SPRING ST	35	1
		M_54409_896301	150	DEVON RD	80	1
		M_54758_896120	150	STOCKBRIDGE RD	20	1
		M_54696_896102	150	STOCKBRIDGE RD	40	1
		M_54649_896091	150	STOCKBRIDGE RD	50	1
		M_54597_896081	150	STOCKBRIDGE RD	70	1
		M_54288_896071	150	DEVON RD	55	1
		M_54288_896071	150	STOCKBRIDGE RD	0	1
		M_54225_896246	150	DEVON RD	95	1
		M_54362_895956	150	STOCKBRIDGE RD	150	1
		M_54321_895925	150	STOCKBRIDGE RD	170	1
		M_54392_895867	150	STOCKBRIDGE RD	165	1
		M_54392_895867	150	STOCKBRIDGE RD	165	1
		M_54359_895819	150	STOCKBRIDGE RD	185	1
		M_54352_895738	150	STOCKBRIDGE RD	203	1
		M_54250_895848	150	STOCKBRIDGE RD	210	1
		M_54290_895890	150	STOCKBRIDGE RD	190	1
		M_54204_895781	150	STOCKBRIDGE RD	230	1
		M_54294_895665	150	STOCKBRIDGE RD	285	1
		M_54159_895698	150	STOCKBRIDGE RD	250	1
		M_54135_895665	150	STOCKBRIDGE RD	260	1
		M_54502_895832	150	STOCKBRIDGE RD	105	1
		M_54476_895896	150	STOCKBRIDGE RD	135	1
		M_54706_896005	150	STOCKBRIDGE RD	45	1
		M_54710_895927	150	STOCKBRIDGE RD	25	1
		M_54663_895951	150	STOCKBRIDGE RD	55	1
		M_54131_895528	150	STOCKBRIDGE RD	305	1
		M_54098_895497	150	STOCKBRIDGE RD	315	1
		M_54136_895449	150	STOCKBRIDGE RD	325	1
		M_54837_896133	150	WEST PARK ST	332	1
		M_54882_896140	150	WEST PARK ST	324	1
		M_54916_896122	150	WEST PARK ST	320	1
		M_54783_896054	150	STOCKBRIDGE RD	1	1
		M_54780_896018	150	PARKVIEW TER	20	1
		M_54777_895982	150	PARKVIEW TER	40	1
		M_54774_895951	150	PARKVIEW TER	50	1
		M_54772_895921	150	PARKVIEW TER	60	1
		M_54769_895884	150	PARKVIEW TER	70	1
		M_54766_895840	150	PARKVIEW TER	90	1
		M_54762_895786	150	PARKVIEW TER	100	1
		M_54842_896055	150	WEST PARK ST	335	1
		M_54839_896015	150	PARKVIEW TER	25	1
		M_54836_895980	150	PARKVIEW TER	35	1
		M_54887_896034	150	WEST PARK ST	323	1
		M_54935_896035	150	WEST PARK ST	309	1
		M_54886_895978	150	MOUNTAIN VIEW TER	25	1
		M_54933_895971	150	MOUNTAIN VIEW TER	35	1
		M_54831_895921	150	MOUNTAIN VIEW TER	10	1
		M_54874_895932	150	MOUNTAIN VIEW TER	20	1
		M_54931_895928	150	MOUNTAIN VIEW TER	45	1
		M_54929_895898	150	MOUNTAIN VIEW TER	55	1
		M_54826_895868	150	PARKVIEW TER	75	1
		M_54823_895823	150	PARKVIEW TER	85	1
		M_54928_895861	150	MOUNTAIN VIEW TER	65	1
		M_54871_895895	150	MOUNTAIN VIEW TER	50	1
		M_54868_895853	150	MOUNTAIN VIEW TER	60	1
		M_54819_895775	150	PARKVIEW TER	105	1
		M_54816_895727	150	PARKVIEW TER	115	1
		M_54813_895679	150	PARKVIEW TER	135	1
		M_54854_895676	150	MOUNTAIN VIEW TER	130	1
		M_54858_895721	150	MOUNTAIN VIEW TER	110	1
		M_54862_895765	150	MOUNTAIN VIEW TER	100	1
		M_54865_895810	150	MOUNTAIN VIEW TER	80	1
		M_54926_895818	150	MOUNTAIN VIEW TER	75	1
		M_54925_895777	150	MOUNTAIN VIEW TER	85	1
		M_54924_895739	150	MOUNTAIN VIEW TER	105	1
		M_54922_895701	150	MOUNTAIN VIEW TER	115	1
		M_54918_895665	150	MOUNTAIN VIEW TER	125	1
		M_54756_895687	150	PARKVIEW TER	120	1
		M_54759_895732	150	PARKVIEW TER	120	1
		M_54756_895608	150	PARKVIEW TER	140	1
		M_54792_895580	150	PARKVIEW TER	160	1
		M_54853_895585	150	MOUNTAIN VIEW TER	135	1
		M_55017_895868	150	FAIRVIEW ST	70	1
		M_55016_895812	150	FAIRVIEW ST	90	1
		M_55014_895758	150	FAIRVIEW ST	110	1
		M_55011_895697	150	FAIRVIEW ST	130	1
		M_54953_895525	150	FAIRVIEW ST	180	1
		M_55037_895643	150	FAIRVIEW ST	150	1
		M_55035_895607	150	FAIRVIEW ST	160	1
		M_54967_895590	150	FAIRVIEW ST	170	1
		M_55156_895900	150	FAIRVIEW ST	65	1
		M_55156_895900	150	FAIRVIEW ST	65	1
		M_55127_895838	150	FAIRVIEW ST	85	1
		M_55125_895799	150	FAIRVIEW ST	95	1
		M_55123_895770	150	FAIRVIEW ST	105	1
		M_55122_895741	150	FAIRVIEW ST	115	1
		M_55118_895688	150	FAIRVIEW ST	135	1
		M_55196_895680	150	FAIRVIEW ST	125	1
		M_55218_895982	150	RICHMOND AVE	60	1
		M_55237_895947	150	RICHMOND AVE	70	1
		M_55253_895893	150	RICHMOND AVE	80	1
		M_55311_895985	150	RICHMOND AVE	55	1
		M_55317_895947	150	RICHMOND AVE	65	1
		M_55328_895895	150	RICHMOND AVE	85	1
		M_55407_895756	150	RICHMOND AVE	90	1
		M_55348_895987	150	SOUTH PROSPECT ST	60	1
		M_55352_895952	150	SOUTH PROSPECT ST	70	1
		M_55362_895908	150	SOUTH PROSPECT ST	80	1
		M_55370_895848	150	SOUTH PROSPECT ST	100	1
		M_55408_895972	150	SOUTH PROSPECT ST	65	1
		M_55584_895970	150	MARBLE ST	100	1
		M_55646_895910	150	MARBLE ST	120	1
		M_55666_895876	150	MARBLE ST	130	1
		M_55677_895853	150	MARBLE ST	140	1
		M_55688_895829	150	MARBLE ST	150	1
		M_55650_895713	150	MARBLE ST	110	1
		M_55714_895928	150	MARBLE ST	125	1
		M_55762_895793	150	MARBLE ST	175	1
		M_56047_895797	150	MARBLE ST	155	1
		M_56047_895797	150	CLARK COURT	5	1
		M_56047_895797	150	CLARK COURT	10	1
		M_56047_895797	150	CLARK COURT	15	1
		M_56047_895797	150	CLARK COURT	25	1
		M_56047_895797	150	CLARK COURT	30	1
		M_56047_895797	150	CLARK COURT	35	1
		M_56047_895797	150	CLARK COURT	40	1
		M_56047_895797	150	CLARK COURT	45	1
		M_56047_895797	150	MARBLE ST	185	1
		M_55856_895614	150	MARBLE ST	235	1
		M_55261_896005	150	RICHMOND AVE	50	1
		M_55114_895654	150	FAIRVIEW ST	145	1
		M_55112_895615	150	FAIRVIEW ST	155	1
		M_55114_895576	150	FAIRVIEW ST	175	1
		M_55113_895534	150	FAIRVIEW ST	185	1
		M_54051_896360	150	DEVON RD	215	1
		M_54151_895764	150	GEORGE ST	20	1
		M_54110_895703	150	GEORGE ST	35	1
		M_54109_895786	150	GEORGE ST	30	1
		M_54070_895699	150	GEORGE ST	45	1
		M_54072_895789	150	GEORGE ST	50	1
		M_54574_895692	150	STOCKBRIDGE RD	85	1
		M_54574_895692	150	STOCKBRIDGE RD	85	1
		M_55867_895949	150	MARBLE ST	95	1
		M_55003_896397	150	WEST PARK ST	220	1
		M_55207_896603	150	PROSPECT ST	145	1
		M_55215_896558	150	PROSPECT ST	135	1
		M_55223_896511	150	PROSPECT ST	115	1
		M_55229_896476	150	PROSPECT ST	105	1
		M_55235_896443	150	PROSPECT ST	95	1
		M_55250_896365	150	PROSPECT ST	65	1
		M_55242_896405	150	PROSPECT ST	75	1
		M_55255_896335	150	PROSPECT ST	55	1
		M_55260_896308	150	PROSPECT ST	45	1
		M_55265_896282	150	PROSPECT ST	41	1
		M_55270_896258	150	PROSPECT ST	35	1
		M_55275_896233	150	PROSPECT ST	25	1
		M_55262_896186	150	WEST PARK ST	214	1
		M_55304_896201	150	WEST PARK ST	204	1
		M_55370_896563	150	ST JAMES AVE	100	1
		M_55287_896541	150	PROSPECT ST	120	1
		M_55291_896511	150	PROSPECT ST	110	1
		M_55301_896482	150	PROSPECT ST	100	1
		M_55339_896492	150	ST JAMES AVE	95	1
		M_55302_896451	150	PROSPECT ST	90	1
		M_55341_896461	150	ST JAMES AVE	85	1
		M_55314_896422	150	PROSPECT ST	82	1
		M_55353_896432	150	ST JAMES AVE	75	1
		M_55472_896492	150	ST JAMES AVE	70	1
		M_55318_896392	150	PROSPECT ST	70	1
		M_55357_896402	150	ST JAMES AVE	65	1
		M_55323_896356	150	PROSPECT ST	60	1
		M_55361_896368	150	ST JAMES AVE	55	1
		M_55335_896321	150	PROSPECT ST	50	1
		M_55373_896335	150	ST JAMES AVE	45	1
		M_55340_896297	150	PROSPECT ST	40	1
		M_55378_896310	150	ST JAMES AVE	35	1
		M_55345_896277	150	PROSPECT ST	30	1
		M_55383_896290	150	ST JAMES AVE	25	1
		M_55350_896254	150	PROSPECT ST	20	1
		M_55388_896269	150	ST JAMES AVE	21	1
		M_55358_896219	150	WEST PARK ST	190	1
		M_55395_896248	150	ST JAMES AVE	15	1
		M_55397_896223	150	WEST PARK ST	182	1
		M_55409_896405	150	ST JAMES AVE	64	1
		M_55459_896407	150	ST JAMES AVE	60	1
		M_55458_896372	150	ST JAMES AVE	50	1
		M_55485_896307	150	WEST PARK ST	144	1
		M_55433_896326	150	ST JAMES AVE	40	1
		M_55443_896292	150	ST JAMES AVE	30	1
		M_55442_896242	150	WEST PARK ST	164	1
		M_55603_896591	150	RAILROAD ST	41	1
		M_55590_896533	150	RAILROAD ST	35	1
		M_55616_896506	150	RAILROAD ST		1
		M_55653_896522	150	RAILROAD ST	35	1
		M_55627_896482	150	CONSOLATI  WAY	30	1
		M_55676_896499	150	RAILROAD ST	49	1
		M_55624_896429	150	CONSOLATI  WAY	40	1
		M_55684_896427	150	CONSOLATI  WAY	35	1
		M_55700_896457	150	CONSOLATI  WAY	25	1
		M_55719_896460	150	RAILROAD ST	9	1
		M_55730_896470	150	RAILROAD ST	5	1
		M_55747_896472	150	MAIN ST	57	1
		M_55754_896449	150	MAIN ST	47	1
		M_55758_896437	150	MAIN ST	43	1
		M_55752_896420	150	MAIN ST	33	1
		M_55776_896380	150	MAIN ST	15	1
		M_55592_896342	150	WEST PARK ST	152	1
		M_55708_896374	150	WEST PARK ST	88	1
		M_55656_896338	150	WEST PARK ST	102	1
		M_55742_896348	150	WEST PARK ST	76	1
		M_55788_896354	150	MAIN ST	3	1
		M_55756_896598	150	MAIN ST	100	1
		M_55793_896583	150	FRANKLIN ST	17	1
		M_55834_896597	150	FRANKLIN ST	25	1
		M_55773_896536	150	MAIN ST	76	1
		M_55778_896527	150	MAIN ST	62	1
		M_55781_896518	150	MAIN ST	68	1
		M_55785_896505	150	MAIN ST	56	1
		M_55789_896496	150	MAIN ST	52	1
		M_55794_896487	150	MAIN ST	54	1
		M_55799_896465	150	MAIN ST	40	1
		M_55811_896440	150	MAIN ST	32	1
		M_55845_896390	150	MAIN ST	10	1
		M_55840_896460	150	PARK PLACE	25	1
		M_55834_896519	150	FRANKLIN ST	20	1
		M_55019_895984	150	WEST PARK ST	279	1
		M_55133_896013	150	WEST PARK ST	240	1
		M_55202_896075	150	WEST PARK ST	233	1
		M_55247_896117	150	WEST PARK ST	225	1
		M_55250_896089	150	RICHMOND AVE	20	1
		M_55254_896062	150	RICHMOND AVE	30	1
		M_55220_896028	150	RICHMOND AVE	40	1
		M_55293_896121	150	RICHMOND AVE	1	1
		M_55299_896075	150	RICHMOND AVE	25	1
		M_55304_896041	150	RICHMOND AVE	35	1
		M_55325_896131	150	WEST PARK ST	203	1
		M_55335_896076	150	SOUTH PROSPECT ST	30	1
		M_55371_896137	150	WEST PARK ST	191	1
		M_55395_896145	150	WEST PARK ST	187	1
		M_55432_896131	150	WEST PARK ST	179	1
		M_55436_896173	150	WEST PARK ST	171	1
		M_55450_896179	150	WEST PARK ST	167	1
		M_55469_896179	150	WEST PARK ST	161	1
		M_55491_896194	150	WEST PARK ST	155	1
		M_55507_896212	150	WEST PARK ST	151	1
		M_55307_896013	150	RICHMOND AVE	45	1
		M_55343_896027	150	SOUTH PROSPECT ST	50	1
		M_55395_896085	150	SOUTH PROSPECT ST	35	1
		M_55402_896021	150	SOUTH PROSPECT ST	55	1
		M_55575_896138	150	MARBLE ST	45	1
		M_55735_896090	150	MARBLE ST	85	1
		M_55621_896064	150	MARBLE ST	75	1
		M_55603_896088	150	MARBLE ST	65	1
		M_55669_896079	150	MARBLE ST	79	1
		M_55580_896225	150	WEST PARK ST	139	1
		M_55673_896269	150	WEST PARK ST	103	1
		M_55773_896235	150	WEST PARK ST	75	1
		M_55587_896176	150	MARBLE ST	35	1
		M_55812_896292	150	PARK ST	65	1
		M_55839_896299	150	PARK ST	57	1
		M_55849_896259	150	PARK ST	59	1
		M_55865_896194	150	PARK ST		1
		M_55924_896163	150	PARK ST	51	1
		M_55924_896163	150	PARK ST	51	1
		M_55435_896266	150	ST JAMES AVE	20	1
		M_55556_896382	150	WEST PARK ST	156	1
		M_55657_896599	150	RAILROAD ST	38	1
		M_55657_896599	150	RAILROAD ST	38	1
		M_55696_896592	150	MAIN ST	93	1
		M_55692_896568	150	RAILROAD ST	46	1
		M_55690_896539	150	RAILROAD ST	26	1
		M_55715_896551	150	MAIN ST	95	1
		M_55715_896551	150	MAIN ST	95	1
		M_55723_896540	150	MAIN ST	73	1
		M_55728_896530	150	MAIN ST	85	1
		M_55730_896518	150	MAIN ST	63	1
		M_55736_896509	150	MAIN ST	61	1
		M_55709_896523	150	RAILROAD ST	18	1
		M_55414_896448	150	ST JAMES AVE	74	1
		M_55406_896477	150	ST JAMES AVE	80	1
		M_55400_896507	150	ST JAMES AVE	90	1
		M_55328_896534	150	ST JAMES AVE	105	1
		M_55295_896580	150	PROSPECT ST	130	1
		M_55288_896617	150	PROSPECT ST	140	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55672_896160	150	MARBLE ST	55	1
		M_55270_896258	150	WEST PARK ST	220	1
		M_56101_896009	150	HOUSATONIC ST	126	1
		M_56223_896000	150	HOUSATONIC ST	130	1
		M_56317_896011	150	HOUSATONIC ST	145	1
		M_56375_895974	150	HOUSATONIC ST	165	1
		M_56200_895938	150	HOUSATONIC ST	150	1
		M_56481_895989	150	MAPLE ST	182	1
		M_56513_895940	150	GREYLOCK ST	85	1
		M_56268_895934	150	HOUSATONIC ST	160	1
		M_56244_895877	150	HOUSATONIC ST	170	1
		M_56313_895869	150	HOUSATONIC ST	190	1
		M_56295_895818	150	HOUSATONIC ST	200	1
		M_56331_895778	150	HOUSATONIC ST	220	1
		M_56400_895730	150	HOUSATONIC ST	240	1
		M_56351_895728	150	HOUSATONIC ST	230	1
		M_56362_895914	150	HOUSATONIC ST	185	1
		M_56373_895895	150	HOUSATONIC ST	189	1
		M_56382_895867	150	FULLER ST	5	1
		M_56410_895878	150	FULLER ST	17	1
		M_56410_895878	150	FULLER ST	17	1
		M_56440_895879	150	FULLER ST	23	1
		M_56475_895905	150	FULLER ST	37	1
		M_56508_895894	150	FULLER ST	45	1
		M_56527_895897	150	FULLER ST	49	1
		M_56547_895903	150	FULLER ST	55	1
		M_56546_895844	150	FULLER ST	52	1
		M_56518_895840	150	FULLER ST	46	1
		M_56491_895838	150	FULLER ST	44	1
		M_56464_895833	150	FULLER ST	30	1
		M_56441_895828	150	FULLER ST	22	1
		M_56410_895822	150	FULLER ST	16	1
		M_56434_895763	150	HOUSATONIC ST	235	1
		M_56446_895796	150	HOUSATONIC ST	225	1
		M_56518_895793	150	GREYLOCK ST	25	1
		M_56545_895773	150	GREYLOCK ST	21	1
		M_56537_895715	150	GREYLOCK ST	15	1
		M_56527_895747	150	GREYLOCK ST	17	1
		M_56474_895736	150	HOUSATONIC ST	245	1
		M_56553_895521	150	HOUSATONIC ST	320	1
		M_57181_896415	150	EAST ST	105	1
		M_57131_896168	150	MAPLE ST	405	1
		M_57295_896249	150	EAST ST	75	1
		M_57278_896309	150	EAST ST	85	1
		M_57494_896345	150	EAST ST	80	1
		M_57541_896400	150	EAST ST	90	1
		M_57418_896180	150	EAST ST	1	1
		M_57418_896180	150	EAST ST	1	1
		M_57333_896152	150	MAPLE ST	475	1
		M_57273_896125	150	MAPLE ST	445	1
		M_57214_896115	150	MAPLE ST	425	1
		M_57859_896439	150	EAST ST	40	1
		M_57940_896707	150	EAST ST	120	1
		M_57634_896440	150	EAST ST	100	1
		M_57650_896207	150	EAST ST	20	1
		M_57880_896316	150	EAST ST	30	1
		M_57614_896098	150	MAPLE ST	545	1
		M_56755_895865	150	MAPLE ST	200	1
		M_57034_895932	150	MAPLE ST	330	1
		M_57339_895927	150	MAPLE ST	410	1
		M_57605_895955	150	MAPLE ST	570	1
		M_57653_895927	150	MAPLE ST	590	1
		M_57631_895869	150	OLD MAPLE ST	10	1
		M_56757_895498	150	WATER ST	39	1
		M_56813_895497	150	WATER ST	45	1
		M_57123_895601	150	WATER ST	155	1
		M_57076_895593	150	WATER ST	135	1
		M_57163_895600	150	WATER ST	89	1
		M_57197_895595	150	WATER ST	165	1
		M_57197_895595	150	WATER ST	165	1
		M_57230_895611	150	WATER ST	179	1
		M_57276_895525	150	WATER ST	189	1
		M_57407_895519	150	WATER ST	255	1
		M_57524_895584	150	OFF WATER ST	301	1
		M_57078_895538	150	WATER ST	120	1
		M_57163_895518	150	WATER ST	90	1
		M_57311_895432	150	WATER ST	225	1
		M_57717_896031	150	MAPLE ST	575	1
		M_57198_895167	150	WATER ST	50	1
		M_57110_896533	150	EAST ST	125	1
		M_55912_896621	150	HIGH ST	90	1
		M_55918_896594	150	FRANKLIN ST	55	1
		M_55944_896613	150	FRANKLIN ST	63	1
		M_55968_896618	150	FRANKLIN ST	75	1
		M_55987_896623	150	FRANKLIN ST	85	1
		M_56015_896620	150	FRANKLIN ST	95	1
		M_56074_896640	150	FRANKLIN ST	107	1
		M_56081_896693	150	FRANKLIN ST	105	1
		M_56098_896645	150	FRANKLIN ST	115	1
		M_56144_896596	150	FRANKLIN ST	125	1
		M_56168_896603	150	ORCHARD ST	11	1
		M_56189_896592	150	ORCHARD ST	75	1
		M_56216_896691	150	ORCHARD ST	85	1
		M_56266_896615	150	ORCHARD ST	105	1
		M_56276_896840	150	ORCHARD ST	115	1
		M_56382_896684	150	ORCHARD ST	125	1
		M_56369_896623	150	ORCHARD ST	135	1
		M_56411_896628	150	ORCHARD ST	145	1
		M_56450_896629	150	ORCHARD ST	165	1
		M_56189_896638	150	ORCHARD ST	0	1
		M_55876_896589	150	HIGH ST	85	1
		M_55932_896552	150	HIGH ST	62	1
		M_55961_896558	150	FRANKLIN ST	70	1
		M_55946_896518	150	HIGH ST	54	1
		M_55980_896488	150	HIGH ST	40	1
		M_55981_896550	150	FRANKLIN ST	78	1
		M_55998_896551	150	FRANKLIN ST	80	1
		M_56022_896555	150	FRANKLIN ST	90	1
		M_56050_896559	150	FRANKLIN ST	100	1
		M_56072_896563	150	FRANKLIN ST	108	1
		M_56098_896572	150	FRANKLIN ST	120	1
		M_56183_896540	150	ORCHARD ST	70	1
		M_56226_896541	150	ORCHARD ST	90	1
		M_56244_896542	150	ORCHARD ST	100	1
		M_56261_896542	150	ORCHARD ST	104	1
		M_56279_896542	150	ORCHARD ST	110	1
		M_56305_896551	150	ORCHARD ST	120	1
		M_56351_896556	150	ORCHARD ST	130	1
		M_56385_896555	150	ORCHARD ST	140	1
		M_56434_896555	150	ORCHARD ST	160	1
		M_56434_896555	150	ORCHARD ST	160	1
		M_56490_896566	150	ORCHARD ST	170	1
		M_56489_896517	150	GREYLOCK ST	265	1
		M_56451_896481	150	GREYLOCK ST	255	1
		M_55884_896534	150	FRANKLIN ST	40	1
		M_55894_896498	150	HIGH ST	55	1
		M_55888_896446	150	PARK PLACE	20	1
		M_55913_896473	150	HIGH ST	45	1
		M_55922_896454	150	HIGH ST	35	1
		M_55926_896437	150	HIGH ST	29	1
		M_55895_896404	150	PARK PLACE	14	1
		M_55897_896387	150	PARK PLACE	10	1
		M_55896_896366	150	PARK ST	42	1
		M_55921_896372	150	PARK ST	32	1
		M_55932_896411	150	HIGH ST	21	1
		M_55946_896378	150	PARK ST	28	1
		M_55992_896308	150	PARK ST	15	1
		M_55968_896455	150	HIGH ST	30	1
		M_55972_896440	150	HIGH ST	26	1
		M_55976_896426	150	HIGH ST	22	1
		M_55981_896407	150	HIGH ST	18	1
		M_55987_896383	150	PARK ST	18	1
		M_56000_896422	150	PARK ST	14	1
		M_56016_896433	150	PARK ST	10	1
		M_56057_896462	150	PARK ST	2	1
		M_56030_896396	150	PARK ST	8	1
		M_56104_896531	150	ORCHARD ST	45	1
		M_56131_896484	150	ORCHARD ST	18	1
		M_56212_896490	150	WHITEHOLM RD	1	1
		M_56305_896507	150	ST MARY'S AVE	30	1
		M_56368_896506	150	ST MARY'S AVE	25	1
		M_56194_896438	150	WHITEHOLM RD	3	1
		M_56303_896469	150	ST MARY'S AVE	40	1
		M_56369_896467	150	ST MARY'S AVE	35	1
		M_56301_896430	150	ST MARY'S AVE	48	1
		M_56338_896425	150	ST MARY'S AVE	50	1
		M_56476_896423	150	GREYLOCK ST	245	1
		M_56743_896532	150	GREYLOCK ST	300	1
		M_56248_896353	150	WHITEHOLM RD	5	1
		M_56410_896377	150	GREYLOCK ST	235	1
		M_56470_896337	150	GREYLOCK ST	225	1
		M_56541_896378	150	LEONARD AVE	5	1
		M_56571_896374	150	LEONARD AVE	15	1
		M_56602_896370	150	LEONARD AVE	25	1
		M_56647_896364	150	LEONARD AVE	45	1
		M_56700_896358	150	LEONARD AVE	55	1
		M_56555_896327	150	GREYLOCK ST	210	1
		M_56600_896299	150	LEONARD AVE	30	1
		M_56631_896295	150	LEONARD AVE	40	1
		M_56554_896294	150	GREYLOCK ST	200	1
		M_56553_896263	150	GREYLOCK ST	190	1
		M_56849_896180	150	GREYLOCK ST	170	1
		M_55898_896310	150	PARK ST	43	1
		M_55915_896242	150	PARK ST	33	1
		M_56046_896149	150	PARK ST	17	1
		M_55955_896270	150	PARK ST	21	1
		M_55985_896112	150	OFF PARK ST	42	1
		M_56032_896264	150	PARK ST	3	1
		M_56032_896264	150	PARK ST	3	1
		M_56047_896313	150	PARK ST	1	1
		M_56093_896346	150	HOUSATONIC ST	15	1
		M_56111_896320	150	HOUSATONIC ST	25	1
		M_56111_896320	150	HOUSATONIC ST	25	1
		M_56070_896272	150	HOUSATONIC ST	30	1
		M_56123_896300	150	HOUSATONIC ST	35	1
		M_56088_896248	150	HOUSATONIC ST	46	1
		M_56140_896272	150	HOUSATONIC ST	45	1
		M_56101_896227	150	HOUSATONIC ST	50	1
		M_56113_896207	150	HOUSATONIC ST	54	1
		M_56170_896221	150	HOUSATONIC ST	55	1
		M_56111_896180	150	HOUSATONIC ST	60	1
		M_56123_896160	150	HOUSATONIC ST	70	1
		M_56136_896138	150	HOUSATONIC ST	80	1
		M_56197_896182	150	HOUSATONIC ST	75	1
		M_56150_896116	150	HOUSATONIC ST	90	1
		M_56205_896165	150	HOUSATONIC ST	85	1
		M_56230_896162	150	MAPLE ST	80	1
		M_56211_896144	150	HOUSATONIC ST	95	1
		M_56163_896094	150	HOUSATONIC ST	100	1
		M_56226_896128	150	HOUSATONIC ST	105	1
		M_56251_896146	150	MAPLE ST	90	1
		M_56239_896111	150	HOUSATONIC ST	107	1
		M_56176_896072	150	HOUSATONIC ST	110	1
		M_56189_896051	150	HOUSATONIC ST	112	1
		M_56202_896029	150	HOUSATONIC ST	120	1
		M_56253_896098	150	HOUSATONIC ST	109	1
		M_56269_896085	150	HOUSATONIC ST	115	1
		M_56290_896074	150	HOUSATONIC ST	119	1
		M_56298_896056	150	HOUSATONIC ST	125	1
		M_56307_896036	150	HOUSATONIC ST	135	1
		M_56307_896036	150	HOUSATONIC ST	135	1
		M_56271_896130	150	MAPLE ST	94	1
		M_56294_896123	150	MAPLE ST	100	1
		M_56316_896119	150	MAPLE ST	110	1
		M_56336_896122	150	MAPLE ST	114	1
		M_56372_896113	150	MAPLE ST	120	1
		M_56344_896083	150	MAPLE ST	116	1
		M_56377_896052	150	MAPLE ST	118	1
		M_56414_896086	150	MAPLE ST	150	1
		M_56439_896042	150	MAPLE ST	170	1
		M_56283_896224	150	MAPLE ST	85	1
		M_56220_896269	150	MAPLE ST	55	1
		M_56373_896227	150	MAPLE ST	125	1
		M_56335_896170	150	MAPLE ST	115	1
		M_56409_896173	150	MAPLE ST	135	1
		M_56463_896265	150	GREYLOCK ST	195	1
		M_56485_896103	150	GREYLOCK ST	145	1
		M_56476_896198	150	GREYLOCK ST	175	1
		M_56534_896132	150	GREYLOCK ST	150	1
		M_56544_896064	150	GREYLOCK ST	130	1
		M_56625_896072	150	MAPLE ST	245	1
		M_56440_896149	150	MAPLE ST	145	1
		M_56440_896149	150	MAPLE ST	145	1
		M_58333_896177	150	OFF EAST ST	102	1
		M_58933_896554	150	CHESTNUT ST	95	1
		M_59471_896222	150	CHESTNUT ST	75	1
		M_59510_896031	150	CHESTNUT ST	55	1
		M_59540_896097	150	CHESTNUT ST	65	1
		M_57733_895875	150	OLD MAPLE ST	20	1
		M_57747_895987	150	MAPLE ST	595	1
		M_58030_896142	150	EAST ST	10	1
		M_57976_895990	150	MAPLE ST	597	1
		M_57841_895719	150	MAPLE ST	710	1
		M_58081_895774	150	MAPLE ST	735	1
		M_58122_895782	150	MAPLE ST	755	1
		M_58173_895792	150	MAPLE ST	765	1
		M_58298_895810	150	CAPE ST	675	1
		M_58236_895801	150	CAPE ST	665	1
		M_58236_895801	150	CAPE ST	665	1
		M_58346_895817	150	CAPE ST	695	1
		M_58408_895818	150	CAPE ST	705	1
		M_58458_895816	150	CAPE ST	735	1
		M_58491_895815	150	CAPE ST	745	1
		M_58526_895813	150	CAPE ST	755	1
		M_58629_895847	150	CAPE ST	765	1
		M_58679_895795	150	CAPE ST	805	1
		M_58749_895801	150	CAPE ST	835	1
